<TICKER>,<DATE>,<CLOSE>
AFKS,14/05/08,31.94
AFKS,15/05/08,33.3
AFKS,16/05/08,32.96
AFKS,17/05/08,33.3
AFKS,20/05/08,33.77
AFKS,21/05/08,33.333
AFKS,22/05/08,33.5
AFKS,23/05/08,33.98
AFKS,24/05/08,33.75
AFKS,27/05/08,33.5
AFKS,28/05/08,32.8
AFKS,29/05/08,34.5
AFKS,30/05/08,34.495
AFKS,31/05/08,35.8
AFKS,03/06/08,34.9
AFKS,04/06/08,34.9
AFKS,05/06/08,33.8
AFKS,06/06/08,34.4
AFKS,07/06/08,35.2
AFKS,08/06/08,35.799
AFKS,10/06/08,36.5
AFKS,11/06/08,36.029
AFKS,12/06/08,36.1
AFKS,17/06/08,36.188
AFKS,18/06/08,36.4
AFKS,19/06/08,36.023
AFKS,20/06/08,35.57
AFKS,21/06/08,35.055
AFKS,24/06/08,34.007
AFKS,25/06/08,33.607
AFKS,26/06/08,33.5
AFKS,27/06/08,34.2
AFKS,28/06/08,35.099
AFKS,01/07/08,34.349
AFKS,02/07/08,32.211
AFKS,03/07/08,32.2
AFKS,04/07/08,31.01
AFKS,05/07/08,29.998
AFKS,08/07/08,30.67
AFKS,09/07/08,30.172
AFKS,10/07/08,30.6
AFKS,11/07/08,30.31
AFKS,12/07/08,29.8
AFKS,15/07/08,30.2
AFKS,16/07/08,29.7
AFKS,17/07/08,29.9
AFKS,18/07/08,30.87
AFKS,19/07/08,29.8
AFKS,22/07/08,29.799
AFKS,23/07/08,30.0
AFKS,24/07/08,30.049
AFKS,25/07/08,29.652
AFKS,26/07/08,27.899
AFKS,29/07/08,27.2
AFKS,30/07/08,27.7
AFKS,31/07/08,28.15
AFKS,01/08/08,27.21
AFKS,02/08/08,27.0
AFKS,05/08/08,26.569
AFKS,06/08/08,25.999
AFKS,07/08/08,26.599
AFKS,08/08/08,27.6
AFKS,09/08/08,26.4
AFKS,12/08/08,27.0
AFKS,13/08/08,27.274
AFKS,14/08/08,27.1
AFKS,15/08/08,27.648
AFKS,16/08/08,27.986
AFKS,19/08/08,28.9
AFKS,20/08/08,27.5
AFKS,21/08/08,27.801
AFKS,22/08/08,27.254
AFKS,23/08/08,26.85
AFKS,26/08/08,25.5
AFKS,27/08/08,27.489
AFKS,28/08/08,26.5
AFKS,29/08/08,26.3
AFKS,30/08/08,25.25
AFKS,02/09/08,25.817
AFKS,03/09/08,26.13
AFKS,04/09/08,25.774
AFKS,05/09/08,25.296
AFKS,06/09/08,23.809
AFKS,09/09/08,23.656
AFKS,10/09/08,22.0
AFKS,11/09/08,19.8
AFKS,12/09/08,19.01
AFKS,13/09/08,19.95
AFKS,16/09/08,18.695
AFKS,17/09/08,15.1
AFKS,18/09/08,14.5
AFKS,20/09/08,17.0
AFKS,23/09/08,16.94
AFKS,24/09/08,16.2
AFKS,25/09/08,18.0
AFKS,26/09/08,16.96
AFKS,27/09/08,17.45
AFKS,30/09/08,17.05
AFKS,01/10/08,16.6
AFKS,02/10/08,16.908
AFKS,03/10/08,17.59
AFKS,04/10/08,16.4
AFKS,07/10/08,11.999
AFKS,08/10/08,11.7
AFKS,09/10/08,9.0
AFKS,10/10/08,8.5
AFKS,14/10/08,7.5
AFKS,15/10/08,10.506
AFKS,16/10/08,9.8
AFKS,18/10/08,7.989
AFKS,22/10/08,7.695
AFKS,23/10/08,6.178
AFKS,24/10/08,4.922
AFKS,29/10/08,3.6
AFKS,31/10/08,4.5
AFKS,01/11/08,6.297
AFKS,06/11/08,6.8
AFKS,07/11/08,6.051
AFKS,08/11/08,6.1
AFKS,11/11/08,6.2
AFKS,12/11/08,5.633
AFKS,14/11/08,5.522
AFKS,15/11/08,5.861
AFKS,18/11/08,5.5
AFKS,19/11/08,5.35
AFKS,20/11/08,4.5
AFKS,21/11/08,4.1
AFKS,22/11/08,4.196
AFKS,25/11/08,4.85
AFKS,26/11/08,4.683
AFKS,27/11/08,4.51
AFKS,28/11/08,5.47
AFKS,29/11/08,5.1
AFKS,02/12/08,4.631
AFKS,03/12/08,4.67
AFKS,04/12/08,4.74
AFKS,05/12/08,4.6
AFKS,06/12/08,4.55
AFKS,09/12/08,5.0
AFKS,10/12/08,4.991
AFKS,11/12/08,5.0
AFKS,12/12/08,4.98
AFKS,13/12/08,4.8
AFKS,16/12/08,4.918
AFKS,17/12/08,4.991
AFKS,18/12/08,4.986
AFKS,19/12/08,4.745
AFKS,20/12/08,4.848
AFKS,23/12/08,4.75
AFKS,24/12/08,4.85
AFKS,25/12/08,4.557
AFKS,26/12/08,4.499
AFKS,27/12/08,4.498
AFKS,30/12/08,4.548
AFKS,31/12/08,4.444
AFKS,01/01/09,4.497
AFKS,12/01/09,4.54
AFKS,13/01/09,4.67
AFKS,14/01/09,4.7
AFKS,15/01/09,4.6
AFKS,16/01/09,4.5
AFKS,17/01/09,4.731
AFKS,20/01/09,4.63
AFKS,21/01/09,4.571
AFKS,22/01/09,4.749
AFKS,23/01/09,4.603
AFKS,24/01/09,4.539
AFKS,27/01/09,4.988
AFKS,28/01/09,4.948
AFKS,29/01/09,5.13
AFKS,30/01/09,5.1
AFKS,31/01/09,5.2
AFKS,03/02/09,4.74
AFKS,04/02/09,4.868
AFKS,05/02/09,5.1
AFKS,06/02/09,5.251
AFKS,07/02/09,5.496
AFKS,10/02/09,5.698
AFKS,11/02/09,5.799
AFKS,12/02/09,5.705
AFKS,13/02/09,5.5
AFKS,14/02/09,5.512
AFKS,17/02/09,5.594
AFKS,18/02/09,5.22
AFKS,19/02/09,5.145
AFKS,20/02/09,5.249
AFKS,21/02/09,5.088
AFKS,25/02/09,5.198
AFKS,26/02/09,5.372
AFKS,27/02/09,5.55
AFKS,28/02/09,5.399
AFKS,03/03/09,5.227
AFKS,04/03/09,5.2
AFKS,05/03/09,5.359
AFKS,06/03/09,5.3
AFKS,07/03/09,5.372
AFKS,11/03/09,5.71
AFKS,12/03/09,5.85
AFKS,13/03/09,5.751
AFKS,14/03/09,6.01
AFKS,17/03/09,6.949
AFKS,18/03/09,7.25
AFKS,19/03/09,7.486
AFKS,20/03/09,7.95
AFKS,21/03/09,7.822
AFKS,24/03/09,8.12
AFKS,25/03/09,7.61
AFKS,26/03/09,7.573
AFKS,27/03/09,7.597
AFKS,28/03/09,7.354
AFKS,31/03/09,7.54
AFKS,01/04/09,7.501
AFKS,02/04/09,7.505
AFKS,03/04/09,7.62
AFKS,04/04/09,7.52
AFKS,07/04/09,7.55
AFKS,08/04/09,8.149
AFKS,09/04/09,8.4
AFKS,10/04/09,8.403
AFKS,11/04/09,8.44
AFKS,14/04/09,8.366
AFKS,15/04/09,8.947
AFKS,16/04/09,8.711
AFKS,17/04/09,8.885
AFKS,18/04/09,8.7
AFKS,21/04/09,8.024
AFKS,22/04/09,7.794
AFKS,23/04/09,7.9
AFKS,24/04/09,8.198
AFKS,25/04/09,8.212
AFKS,28/04/09,8.165
AFKS,29/04/09,8.297
AFKS,30/04/09,8.6
AFKS,01/05/09,8.67
AFKS,05/05/09,10.1
AFKS,06/05/09,10.555
AFKS,07/05/09,11.3
AFKS,08/05/09,11.384
AFKS,09/05/09,11.299
AFKS,13/05/09,11.15
AFKS,14/05/09,10.309
AFKS,15/05/09,10.366
AFKS,16/05/09,10.465
AFKS,19/05/09,11.035
AFKS,20/05/09,11.5
AFKS,21/05/09,12.31
AFKS,22/05/09,11.851
AFKS,23/05/09,12.23
AFKS,26/05/09,13.194
AFKS,27/05/09,13.21
AFKS,28/05/09,14.001
AFKS,29/05/09,14.55
AFKS,30/05/09,14.5
AFKS,02/06/09,14.75
AFKS,03/06/09,14.497
AFKS,04/06/09,13.111
AFKS,05/06/09,12.845
AFKS,06/06/09,13.53
AFKS,09/06/09,13.286
AFKS,10/06/09,14.596
AFKS,11/06/09,14.924
AFKS,12/06/09,14.7
AFKS,16/06/09,13.06
AFKS,17/06/09,13.148
AFKS,18/06/09,12.44
AFKS,19/06/09,12.0
AFKS,20/06/09,12.4
AFKS,23/06/09,11.32
AFKS,24/06/09,10.75
AFKS,25/06/09,11.3
AFKS,26/06/09,11.299
AFKS,27/06/09,11.4
AFKS,30/06/09,11.896
AFKS,01/07/09,11.75
AFKS,02/07/09,12.052
AFKS,03/07/09,11.6
AFKS,04/07/09,11.435
AFKS,07/07/09,11.504
AFKS,08/07/09,11.499
AFKS,09/07/09,11.29
AFKS,10/07/09,11.175
AFKS,11/07/09,10.576
AFKS,14/07/09,10.588
AFKS,15/07/09,10.994
AFKS,16/07/09,11.399
AFKS,17/07/09,11.95
AFKS,18/07/09,12.601
AFKS,21/07/09,12.7
AFKS,22/07/09,13.4
AFKS,23/07/09,13.197
AFKS,24/07/09,13.32
AFKS,25/07/09,13.35
AFKS,28/07/09,13.51
AFKS,29/07/09,13.17
AFKS,30/07/09,12.756
AFKS,31/07/09,13.474
AFKS,01/08/09,13.4
AFKS,04/08/09,14.25
AFKS,05/08/09,14.1
AFKS,06/08/09,14.0
AFKS,07/08/09,14.194
AFKS,08/08/09,14.235
AFKS,11/08/09,14.128
AFKS,12/08/09,14.0
AFKS,13/08/09,14.0
AFKS,14/08/09,14.101
AFKS,15/08/09,14.0
AFKS,18/08/09,13.3
AFKS,19/08/09,13.473
AFKS,20/08/09,13.37
AFKS,21/08/09,13.301
AFKS,22/08/09,14.3
AFKS,25/08/09,14.299
AFKS,26/08/09,14.17
AFKS,27/08/09,13.95
AFKS,28/08/09,13.651
AFKS,29/08/09,14.0
AFKS,01/09/09,14.0
AFKS,02/09/09,14.151
AFKS,03/09/09,13.94
AFKS,04/09/09,14.2
AFKS,05/09/09,14.299
AFKS,08/09/09,14.3
AFKS,09/09/09,14.86
AFKS,10/09/09,14.779
AFKS,11/09/09,14.793
AFKS,12/09/09,15.299
AFKS,15/09/09,15.48
AFKS,16/09/09,15.949
AFKS,17/09/09,16.1
AFKS,18/09/09,15.949
AFKS,19/09/09,15.85
AFKS,22/09/09,15.24
AFKS,23/09/09,16.25
AFKS,24/09/09,16.555
AFKS,25/09/09,16.096
AFKS,26/09/09,16.471
AFKS,29/09/09,16.3
AFKS,30/09/09,16.24
AFKS,01/10/09,15.999
AFKS,02/10/09,15.66
AFKS,03/10/09,15.67
AFKS,06/10/09,15.6
AFKS,07/10/09,16.144
AFKS,08/10/09,16.107
AFKS,09/10/09,17.07
AFKS,10/10/09,17.2
AFKS,13/10/09,17.8
AFKS,14/10/09,17.8
AFKS,15/10/09,19.0
AFKS,16/10/09,18.9
AFKS,17/10/09,18.512
AFKS,20/10/09,19.632
AFKS,21/10/09,20.259
AFKS,22/10/09,21.94
AFKS,23/10/09,21.33
AFKS,24/10/09,21.44
AFKS,27/10/09,20.899
AFKS,28/10/09,19.899
AFKS,29/10/09,18.801
AFKS,30/10/09,19.739
AFKS,31/10/09,18.399
AFKS,03/11/09,18.6
AFKS,04/11/09,17.699
AFKS,06/11/09,18.45
AFKS,07/11/09,18.13
AFKS,10/11/09,20.193
AFKS,11/11/09,20.0
AFKS,12/11/09,20.0
AFKS,13/11/09,20.155
AFKS,14/11/09,20.5
AFKS,17/11/09,21.55
AFKS,18/11/09,21.69
AFKS,19/11/09,22.1
AFKS,20/11/09,21.8
AFKS,21/11/09,22.8
AFKS,24/11/09,23.355
AFKS,25/11/09,22.732
AFKS,26/11/09,22.62
AFKS,27/11/09,22.0
AFKS,28/11/09,22.2
AFKS,01/12/09,22.499
AFKS,02/12/09,22.988
AFKS,03/12/09,22.81
AFKS,04/12/09,22.9
AFKS,05/12/09,23.499
AFKS,08/12/09,23.31
AFKS,09/12/09,23.18
AFKS,10/12/09,23.79
AFKS,11/12/09,24.671
AFKS,12/12/09,25.68
AFKS,15/12/09,26.347
AFKS,16/12/09,26.3
AFKS,17/12/09,26.387
AFKS,18/12/09,25.333
AFKS,19/12/09,25.378
AFKS,22/12/09,25.851
AFKS,23/12/09,25.48
AFKS,24/12/09,24.511
AFKS,25/12/09,23.7
AFKS,26/12/09,24.596
AFKS,29/12/09,23.732
AFKS,30/12/09,23.3
AFKS,31/12/09,23.56
AFKS,01/01/10,23.847
AFKS,12/01/10,25.599
AFKS,13/01/10,25.97
AFKS,14/01/10,26.578
AFKS,15/01/10,28.73
AFKS,16/01/10,28.48
AFKS,19/01/10,28.15
AFKS,20/01/10,27.849
AFKS,21/01/10,26.8
AFKS,22/01/10,26.9
AFKS,23/01/10,26.5
AFKS,26/01/10,26.41
AFKS,27/01/10,25.65
AFKS,28/01/10,26.6
AFKS,29/01/10,26.68
AFKS,30/01/10,27.2
AFKS,02/02/10,26.994
AFKS,03/02/10,26.7
AFKS,04/02/10,26.7
AFKS,05/02/10,25.888
AFKS,06/02/10,24.942
AFKS,09/02/10,24.399
AFKS,10/02/10,24.72
AFKS,11/02/10,25.275
AFKS,12/02/10,25.476
AFKS,13/02/10,25.2
AFKS,16/02/10,25.301
AFKS,17/02/10,26.65
AFKS,18/02/10,26.746
AFKS,19/02/10,26.42
AFKS,20/02/10,26.257
AFKS,25/02/10,26.079
AFKS,26/02/10,26.0
AFKS,27/02/10,27.05
AFKS,28/02/10,26.95
AFKS,02/03/10,26.95
AFKS,03/03/10,27.001
AFKS,04/03/10,27.148
AFKS,05/03/10,27.224
AFKS,06/03/10,27.899
AFKS,10/03/10,27.551
AFKS,11/03/10,27.12
AFKS,12/03/10,27.3
AFKS,13/03/10,28.037
AFKS,16/03/10,28.05
AFKS,17/03/10,28.3
AFKS,18/03/10,28.75
AFKS,19/03/10,28.85
AFKS,20/03/10,28.3
AFKS,23/03/10,27.675
AFKS,24/03/10,27.931
AFKS,25/03/10,28.25
AFKS,26/03/10,28.73
AFKS,27/03/10,30.4
AFKS,30/03/10,30.222
AFKS,31/03/10,30.15
AFKS,01/04/10,29.896
AFKS,02/04/10,30.3
AFKS,03/04/10,30.297
AFKS,06/04/10,30.157
AFKS,07/04/10,30.137
AFKS,08/04/10,29.92
AFKS,09/04/10,30.289
AFKS,10/04/10,30.44
AFKS,13/04/10,30.369
AFKS,14/04/10,30.3
AFKS,15/04/10,31.889
AFKS,16/04/10,32.45
AFKS,17/04/10,31.0
AFKS,20/04/10,30.333
AFKS,21/04/10,31.15
AFKS,22/04/10,31.21
AFKS,23/04/10,30.328
AFKS,24/04/10,30.63
AFKS,27/04/10,31.5
AFKS,28/04/10,30.851
AFKS,29/04/10,30.0
AFKS,30/04/10,30.52
AFKS,01/05/10,30.23
AFKS,05/05/10,29.7
AFKS,06/05/10,28.993
AFKS,07/05/10,27.9
AFKS,08/05/10,25.76
AFKS,12/05/10,27.251
AFKS,13/05/10,28.45
AFKS,14/05/10,28.0
AFKS,15/05/10,27.33
AFKS,18/05/10,27.45
AFKS,19/05/10,27.367
AFKS,20/05/10,27.0
AFKS,21/05/10,25.599
AFKS,22/05/10,25.9
AFKS,25/05/10,26.36
AFKS,26/05/10,24.706
AFKS,27/05/10,25.899
AFKS,28/05/10,26.95
AFKS,29/05/10,27.894
AFKS,01/06/10,28.65
AFKS,02/06/10,28.65
AFKS,03/06/10,27.999
AFKS,04/06/10,28.097
AFKS,05/06/10,27.105
AFKS,08/06/10,26.562
AFKS,09/06/10,26.02
AFKS,10/06/10,26.661
AFKS,11/06/10,27.15
AFKS,12/06/10,27.03
AFKS,16/06/10,28.048
AFKS,17/06/10,28.6
AFKS,18/06/10,28.0
AFKS,19/06/10,28.2
AFKS,22/06/10,29.0
AFKS,23/06/10,28.381
AFKS,24/06/10,27.748
AFKS,25/06/10,27.557
AFKS,26/06/10,27.415
AFKS,29/06/10,27.497
AFKS,30/06/10,26.28
AFKS,01/07/10,26.081
AFKS,02/07/10,25.3
AFKS,03/07/10,26.588
AFKS,06/07/10,26.3
AFKS,07/07/10,26.527
AFKS,08/07/10,26.006
AFKS,09/07/10,26.45
AFKS,10/07/10,26.797
AFKS,13/07/10,27.38
AFKS,14/07/10,28.0
AFKS,15/07/10,27.83
AFKS,16/07/10,27.407
AFKS,17/07/10,27.001
AFKS,20/07/10,26.3
AFKS,21/07/10,26.243
AFKS,22/07/10,26.3
AFKS,23/07/10,26.6
AFKS,24/07/10,26.04
AFKS,27/07/10,26.5
AFKS,28/07/10,26.81
AFKS,29/07/10,26.32
AFKS,30/07/10,26.43
AFKS,31/07/10,26.178
AFKS,03/08/10,26.65
AFKS,04/08/10,26.422
AFKS,05/08/10,26.798
AFKS,06/08/10,27.452
AFKS,07/08/10,27.7
AFKS,10/08/10,27.678
AFKS,11/08/10,27.201
AFKS,12/08/10,26.765
AFKS,13/08/10,26.843
AFKS,14/08/10,26.869
AFKS,17/08/10,26.65
AFKS,18/08/10,26.679
AFKS,19/08/10,26.755
AFKS,20/08/10,26.905
AFKS,21/08/10,26.55
AFKS,24/08/10,26.5
AFKS,25/08/10,26.11
AFKS,26/08/10,26.0
AFKS,27/08/10,25.849
AFKS,28/08/10,25.69
AFKS,31/08/10,26.1
AFKS,01/09/10,26.07
AFKS,02/09/10,26.198
AFKS,03/09/10,26.0
AFKS,04/09/10,26.5
AFKS,07/09/10,26.65
AFKS,08/09/10,26.599
AFKS,09/09/10,26.8
AFKS,10/09/10,26.879
AFKS,11/09/10,26.639
AFKS,14/09/10,26.62
AFKS,15/09/10,26.44
AFKS,16/09/10,26.725
AFKS,17/09/10,26.392
AFKS,18/09/10,26.5
AFKS,21/09/10,26.55
AFKS,22/09/10,26.977
AFKS,23/09/10,26.651
AFKS,24/09/10,26.488
AFKS,25/09/10,26.569
AFKS,28/09/10,26.404
AFKS,29/09/10,26.75
AFKS,30/09/10,27.8
AFKS,01/10/10,27.895
AFKS,02/10/10,27.4
AFKS,05/10/10,27.25
AFKS,06/10/10,27.07
AFKS,07/10/10,26.999
AFKS,08/10/10,26.9
AFKS,09/10/10,27.15
AFKS,12/10/10,26.81
AFKS,13/10/10,26.68
AFKS,14/10/10,27.178
AFKS,15/10/10,26.7
AFKS,16/10/10,26.6
AFKS,19/10/10,26.849
AFKS,20/10/10,26.511
AFKS,21/10/10,26.45
AFKS,22/10/10,26.89
AFKS,23/10/10,26.641
AFKS,26/10/10,27.0
AFKS,27/10/10,27.176
AFKS,28/10/10,27.0
AFKS,29/10/10,26.9
AFKS,30/10/10,27.191
AFKS,02/11/10,27.26
AFKS,03/11/10,27.4
AFKS,04/11/10,27.2
AFKS,09/11/10,27.02
AFKS,10/11/10,27.151
AFKS,11/11/10,27.172
AFKS,12/11/10,27.0
AFKS,13/11/10,26.838
AFKS,14/11/10,26.7
AFKS,16/11/10,26.757
AFKS,17/11/10,26.498
AFKS,18/11/10,26.321
AFKS,19/11/10,26.58
AFKS,20/11/10,26.45
AFKS,23/11/10,26.353
AFKS,24/11/10,26.123
AFKS,25/11/10,26.5
AFKS,26/11/10,26.394
AFKS,27/11/10,26.203
AFKS,30/11/10,26.14
AFKS,01/12/10,26.301
AFKS,02/12/10,26.34
AFKS,03/12/10,26.4
AFKS,04/12/10,26.599
AFKS,07/12/10,26.499
AFKS,08/12/10,26.292
AFKS,09/12/10,26.199
AFKS,10/12/10,26.12
AFKS,11/12/10,26.089
AFKS,14/12/10,26.0
AFKS,15/12/10,25.799
AFKS,16/12/10,25.745
AFKS,17/12/10,25.64
AFKS,18/12/10,25.685
AFKS,21/12/10,25.763
AFKS,22/12/10,26.83
AFKS,23/12/10,26.778
AFKS,24/12/10,26.76
AFKS,25/12/10,26.71
AFKS,28/12/10,26.7
AFKS,29/12/10,26.8
AFKS,30/12/10,27.152
AFKS,31/12/10,27.249
AFKS,12/01/11,27.55
AFKS,13/01/11,28.049
AFKS,14/01/11,27.83
AFKS,15/01/11,27.7
AFKS,18/01/11,28.16
AFKS,19/01/11,27.9
AFKS,20/01/11,29.005
AFKS,21/01/11,29.003
AFKS,22/01/11,29.477
AFKS,25/01/11,29.292
AFKS,26/01/11,28.96
AFKS,27/01/11,28.918
AFKS,28/01/11,28.6
AFKS,29/01/11,28.3
AFKS,01/02/11,27.9
AFKS,02/02/11,28.8
AFKS,03/02/11,28.86
AFKS,04/02/11,28.632
AFKS,05/02/11,29.58
AFKS,08/02/11,29.5
AFKS,09/02/11,28.402
AFKS,10/02/11,28.2
AFKS,11/02/11,27.751
AFKS,12/02/11,28.09
AFKS,15/02/11,28.28
AFKS,16/02/11,28.01
AFKS,17/02/11,28.301
AFKS,18/02/11,28.898
AFKS,19/02/11,29.751
AFKS,22/02/11,29.9
AFKS,23/02/11,29.275
AFKS,25/02/11,28.7
AFKS,26/02/11,29.5
AFKS,01/03/11,29.873
AFKS,02/03/11,29.476
AFKS,03/03/11,29.748
AFKS,04/03/11,30.95
AFKS,05/03/11,31.197
AFKS,06/03/11,31.55
AFKS,10/03/11,32.0
AFKS,11/03/11,31.7
AFKS,12/03/11,31.615
AFKS,15/03/11,33.25
AFKS,16/03/11,32.0
AFKS,17/03/11,32.3
AFKS,18/03/11,33.07
AFKS,19/03/11,33.202
AFKS,22/03/11,34.2
AFKS,23/03/11,33.96
AFKS,24/03/11,34.6
AFKS,25/03/11,35.138
AFKS,26/03/11,35.299
AFKS,29/03/11,35.151
AFKS,30/03/11,34.952
AFKS,31/03/11,34.8
AFKS,01/04/11,34.0
AFKS,02/04/11,35.009
AFKS,05/04/11,35.5
AFKS,06/04/11,35.35
AFKS,07/04/11,35.5
AFKS,08/04/11,35.449
AFKS,09/04/11,35.05
AFKS,12/04/11,34.75
AFKS,13/04/11,33.852
AFKS,14/04/11,34.688
AFKS,15/04/11,32.9
AFKS,16/04/11,32.0
AFKS,19/04/11,31.0
AFKS,20/04/11,32.5
AFKS,21/04/11,33.18
AFKS,22/04/11,32.501
AFKS,23/04/11,33.0
AFKS,26/04/11,32.23
AFKS,27/04/11,32.57
AFKS,28/04/11,31.9
AFKS,29/04/11,32.184
AFKS,30/04/11,31.75
AFKS,04/05/11,30.7
AFKS,05/05/11,30.16
AFKS,06/05/11,29.798
AFKS,07/05/11,30.5
AFKS,11/05/11,30.638
AFKS,12/05/11,30.5
AFKS,13/05/11,29.68
AFKS,14/05/11,29.702
AFKS,17/05/11,29.566
AFKS,18/05/11,29.451
AFKS,19/05/11,29.59
AFKS,20/05/11,30.475
AFKS,21/05/11,30.301
AFKS,24/05/11,29.151
AFKS,25/05/11,29.983
AFKS,26/05/11,30.253
AFKS,27/05/11,30.3
AFKS,28/05/11,31.0
AFKS,31/05/11,31.099
AFKS,01/06/11,31.6
AFKS,02/06/11,31.597
AFKS,03/06/11,30.96
AFKS,04/06/11,30.178
AFKS,07/06/11,29.861
AFKS,08/06/11,29.999
AFKS,09/06/11,29.849
AFKS,10/06/11,30.064
AFKS,11/06/11,29.499
AFKS,15/06/11,29.735
AFKS,16/06/11,30.401
AFKS,17/06/11,30.26
AFKS,18/06/11,31.2
AFKS,21/06/11,30.302
AFKS,22/06/11,30.45
AFKS,23/06/11,30.38
AFKS,24/06/11,30.021
AFKS,25/06/11,29.916
AFKS,28/06/11,30.049
AFKS,29/06/11,30.595
AFKS,30/06/11,30.491
AFKS,01/07/11,31.2
AFKS,02/07/11,33.0
AFKS,05/07/11,33.4
AFKS,06/07/11,32.706
AFKS,07/07/11,32.4
AFKS,08/07/11,32.45
AFKS,09/07/11,32.235
AFKS,12/07/11,31.828
AFKS,13/07/11,32.268
AFKS,14/07/11,32.2
AFKS,15/07/11,32.013
AFKS,16/07/11,31.714
AFKS,19/07/11,31.41
AFKS,20/07/11,32.32
AFKS,21/07/11,32.519
AFKS,22/07/11,32.3
AFKS,23/07/11,32.2
AFKS,26/07/11,31.91
AFKS,27/07/11,32.7
AFKS,28/07/11,32.999
AFKS,29/07/11,33.041
AFKS,30/07/11,32.85
AFKS,02/08/11,33.1
AFKS,03/08/11,33.05
AFKS,04/08/11,32.201
AFKS,05/08/11,32.01
AFKS,06/08/11,31.3
AFKS,09/08/11,28.338
AFKS,10/08/11,26.4
AFKS,11/08/11,24.989
AFKS,12/08/11,25.3
AFKS,13/08/11,26.0
AFKS,16/08/11,27.7
AFKS,17/08/11,26.94
AFKS,18/08/11,27.85
AFKS,19/08/11,26.2
AFKS,20/08/11,25.8
AFKS,23/08/11,26.26
AFKS,24/08/11,25.81
AFKS,25/08/11,25.832
AFKS,26/08/11,25.089
AFKS,27/08/11,24.815
AFKS,30/08/11,25.805
AFKS,31/08/11,25.224
AFKS,01/09/11,25.799
AFKS,02/09/11,25.8
AFKS,03/09/11,26.1
AFKS,06/09/11,25.875
AFKS,07/09/11,25.799
AFKS,08/09/11,26.098
AFKS,09/09/11,26.18
AFKS,10/09/11,26.05
AFKS,13/09/11,25.898
AFKS,14/09/11,25.9
AFKS,15/09/11,26.55
AFKS,16/09/11,27.439
AFKS,17/09/11,26.663
AFKS,20/09/11,26.2
AFKS,21/09/11,27.25
AFKS,22/09/11,27.02
AFKS,23/09/11,25.07
AFKS,24/09/11,23.531
AFKS,27/09/11,22.821
AFKS,28/09/11,22.4
AFKS,29/09/11,22.004
AFKS,30/09/11,22.26
AFKS,01/10/11,20.574
AFKS,04/10/11,22.29
AFKS,05/10/11,20.4
AFKS,06/10/11,20.495
AFKS,07/10/11,21.702
AFKS,08/10/11,22.402
AFKS,11/10/11,22.91
AFKS,12/10/11,22.621
AFKS,13/10/11,23.82
AFKS,14/10/11,23.65
AFKS,15/10/11,25.0
AFKS,18/10/11,24.942
AFKS,19/10/11,24.6
AFKS,20/10/11,24.0
AFKS,21/10/11,23.75
AFKS,22/10/11,23.95
AFKS,25/10/11,24.78
AFKS,26/10/11,24.02
AFKS,27/10/11,24.486
AFKS,28/10/11,24.701
AFKS,29/10/11,24.3
AFKS,01/11/11,23.6
AFKS,02/11/11,22.998
AFKS,03/11/11,23.534
AFKS,04/11/11,23.213
AFKS,08/11/11,23.638
AFKS,09/11/11,23.585
AFKS,10/11/11,22.7
AFKS,11/11/11,22.877
AFKS,12/11/11,23.74
AFKS,15/11/11,23.667
AFKS,16/11/11,22.95
AFKS,17/11/11,23.261
AFKS,18/11/11,23.5
AFKS,19/11/11,22.923
AFKS,22/11/11,21.75
AFKS,23/11/11,21.902
AFKS,24/11/11,23.75
AFKS,25/11/11,23.871
AFKS,26/11/11,24.0
AFKS,29/11/11,25.2
AFKS,30/11/11,25.7
AFKS,01/12/11,26.281
AFKS,02/12/11,26.8
AFKS,03/12/11,26.6
AFKS,06/12/11,26.599
AFKS,07/12/11,26.0
AFKS,08/12/11,25.319
AFKS,09/12/11,25.52
AFKS,10/12/11,24.361
AFKS,13/12/11,23.4
AFKS,14/12/11,23.845
AFKS,15/12/11,23.95
AFKS,16/12/11,24.351
AFKS,17/12/11,24.22
AFKS,20/12/11,24.0
AFKS,21/12/11,24.261
AFKS,22/12/11,23.919
AFKS,23/12/11,23.696
AFKS,24/12/11,23.402
AFKS,27/12/11,23.233
AFKS,28/12/11,22.8
AFKS,29/12/11,23.029
AFKS,30/12/11,23.3
AFKS,31/12/11,23.31
AFKS,04/01/12,24.04
AFKS,05/01/12,23.999
AFKS,06/01/12,24.045
AFKS,07/01/12,24.4
AFKS,10/01/12,24.47
AFKS,11/01/12,25.0
AFKS,12/01/12,24.839
AFKS,13/01/12,24.865
AFKS,14/01/12,25.243
AFKS,17/01/12,25.475
AFKS,18/01/12,25.598
AFKS,19/01/12,25.443
AFKS,20/01/12,25.523
AFKS,21/01/12,25.546
AFKS,24/01/12,25.899
AFKS,25/01/12,25.55
AFKS,26/01/12,25.5
AFKS,27/01/12,26.815
AFKS,28/01/12,26.7
AFKS,31/01/12,25.9
AFKS,01/02/12,25.767
AFKS,02/02/12,25.904
AFKS,03/02/12,25.95
AFKS,04/02/12,26.298
AFKS,07/02/12,26.052
AFKS,08/02/12,25.6
AFKS,09/02/12,26.0
AFKS,10/02/12,25.85
AFKS,11/02/12,25.517
AFKS,14/02/12,25.98
